제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
韓國民謠詩의 發生과 그 影響에 관한 硏究,김종대,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903345,,KDC 811,포함
채만식 문학의 리얼리즘적 성격,김경수,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903598,,KDC 810,포함
Dickens의 작품에 나타난 순수성의 의미,지형규,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903610,,KDC 843,포함
Gottfried Benn 초기 詩 연구,김태복,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903325,,KDC 851,포함
앙드레 말로의 에 나타난 죽음,지석,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903391,,KDC 863,포함
Rene속에 나타난 적 요소,김영경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902685,,KDC 863,포함
Th. Mann의 소설 의 성년입문 소설로서의 구조,김경애,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902689,,KDC 853,포함
William Wordsworth의 自然觀에 關한 硏究,이천우,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903666,,KDC 841,포함
Eugene O'Neill의 戱曲에 나타난 悲劇的 現代人,박진석,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903668,,KDC 842,포함
辭說時調의 形成期에 대한 硏究,권등웅,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902855,,KDC 811,포함
玄鎭健小說의 精神分析學的 硏究,박해준,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903225,,KDC 813,포함
Camus의 L'exil et le royaume에 나타난 Royaume의 의미,전미혜,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903363,,KDC 863,포함
東里文學의 原型的 이미지 硏究,이혜자,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903364,,KDC 813,포함
Henry Vaughan의 종교시에 나타난 주제와 심상연구,권효숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902746,,KDC 841,포함
불의 二元性을 통한 P. Claudel의 희곡 硏究,연영희,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902757,,KDC 862,포함
(An)analysis of Arthur Miller's Death of a salesman,손명희,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903676,,KDC 842,포함
Iris Murdock의 작품 연구:사랑을 통한 도덕적 성숙,민진영,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902760,,KDC 843,포함
金東煥 詩에 나타난 쟝르의 復合性,이윤희,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902761,,KDC 811,포함
Paul Celan의 후기시 연구,이선미,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902762,,KDC 851,포함
(La)Modification에 나타난 Modification의 의미분석,김윤경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902764,,KDC 863,포함
萬葉集の分類に關する硏究,"윤영수, Yun, Yeong Su",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903350,,KDC 831,포함
朝鮮朝後期 歌辭의 意識變遷 연구,원종숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903683,,KDC 811,포함
Hemingway의 허무의 극복,황정복,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903746,,KDC 843,포함
Balzac의 Le Livre mystique에 나타난 Specialite의 意味,서경선,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902989,,KDC 863,포함
최인훈 희곡 연구,유진월,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903039,,KDC 812,포함
李孝石小說에서의 의 意味,이재철,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903547,,KDC 813,포함
海鶴 李沂의 思想과 文學,한정석,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903549,,KDC 810,포함
素月詩에 나타난 임의 正體,최문자,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903750,,KDC 811,포함
Christopher Marlowe의 작품에 나타난 중세적 가치관과 르네상스적 가치관,김영미,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902778,,KDC 842,포함
(The)great Gatsby와 Tender is the night 연구,이선주,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902780,,KDC 843,포함
韓國 說話文學에 나타난 生死類型 硏究,이재철,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903178,,KDC 813,포함
內的自由追求를 위한 自我認識과정 小考,이욱재,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902208,,KDC 843,포함
於于 柳夢寅의 漢詩硏究,변종현,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903698,,KDC 811,포함
봉산탈춤의 構成과 主題에 관한 硏究,김현양,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903701,,KDC 812,포함
Proust의 에 나타난 感覺의 問題,정해수,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902929,,KDC 863,포함
唐 愛情類小說에 보이는 主人公의 愛情觀에 관한 硏究,민관동,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902935,,KDC 823,포함
윌라캐더의,박형주,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902949,,KDC 843,포함
廉想涉 小說에서 의 意味,이상렬,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903464,,KDC 813,포함
朴在森 詩 硏究,이광호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903465,,KDC 811,포함
李退溪의 梅花詩,정석태,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903463,,KDC 811,포함
F. Hoelderlin의 悲歌 硏究,한경민,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903298,,KDC 851,포함
F.S. Fitzgerald의 作品과 傳記的 要素,하범용,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903152,,KDC 843,포함
Lewis Carroll과 Henri Bergson의 넌센스 문학,박중하,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903154,,KDC 843,포함
氷心의 早期短篇小說 硏究,김지향,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198902905,,KDC 823,포함
沈從文 文學의 鄕土意識 硏究,서봉식,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903262,,KDC 823,포함
Yeats 詩의 상징 연구,유승이,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903261,,KDC 841,포함
中共의 文藝整風 硏究,송승엽,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903264,,KDC 820,포함
艾靑詩의 思想性과 藝術性 硏究,정성은,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903265,,KDC 821,포함
丁玲 初期의 作家意識變化 硏究,김도연,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903266,,KDC 820,포함
和請에 關한 硏究,강석일,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904584,,KDC 811,포함
拙修濟 趙聖期 硏究,이상현,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904263,,KDC 810,포함
鄭圃隱詩의 硏究,이정희,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904264,,KDC 811,포함
판소리사설의 문체연구,이강엽,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903914,,KDC 812,포함
春香傳의 美學的 硏究,민태형,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904002,,KDC 813,포함
古小說의 非現實界,하순철,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904267,,KDC 813,포함
Andre Gide의 Humanisme,박찬원,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904291,,KDC 863,포함
Shaw의 역사의식에 나타난 창조적 진화사상,김인숙,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903951,,KDC 842,포함
Christa Wolf의 에 나타난 작가의 유토피아 의식,최혜경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903952,,KDC 853,포함
Thomas Hardy의 시에 나타난 비극적 심상과 아이로니,최문규,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904180,,KDC 841,포함
장시조의 시적화자에 관한 연구,박기호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904304,,KDC 811,포함
하인리히 뵐의 Kurzgeschichte 연구,유평석,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904311,,KDC 853,포함
Th. Fontane의 의 '시적변용'에 관한 고찰,김영귀,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903964,,KDC 853,포함
靑鹿派 詩 硏究,이종우,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903811,,KDC 811,포함
(The)waste land의 神話的 分析,이명옥,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904319,,KDC 841,포함
(The)old man and the sea연구,구교수,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904320,,KDC 843,포함
(La)princesse de Cleves의 文體論的 解釋,박병흠,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904326,,KDC 863,포함
Arthur Miller의 비극관 연구,김종희,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904597,,KDC 842,포함
크리스타 볼프의 작품 에 나타난 의 탈피,조윤희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903897,,KDC 853,포함
韓國 傳承 자장가 硏究,윤갑희,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904339,,KDC 811,포함
Ulysses에 있어서의 Bloom의 의식구조,이종필,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904624,,KDC 843,포함
(The)sound and the fury에 관한 硏究,윤석희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904574,,KDC 843,포함
Jane Austen의 Emma연구,김선희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904832,,KDC 843,포함
黃梅泉 詩 硏究,공병성,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904631,,KDC 811,포함
J.M. Synge의 작품에 나타난 죽음에 관한 연구,박상구,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904633,,KDC 842,포함
玄鎭健 短篇小說의 人物 硏究,강애숙,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904352,,KDC 813,포함
의 傳承本 硏究,송도찬,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904644,,KDC 813,포함
香娘傳記의 三韓拾遺로의 定着,박교선,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904645,,KDC 813,포함
William Blake의 基督敎的 人道主義 硏究,조정숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904648,,KDC 841,포함
(A)portrait of the artist as a young man에 나타난 Catholicism에 관한 硏究,양치원,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904649,,KDC 843,포함
임인식의 문학비평 연구를 위한 시론,박성준,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198903837,,KDC 810,포함
申在孝의 판소리 사설에 나타난 俗談考,한장춘,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904635,,KDC 811,포함
艶情類 小說의 人物 硏究,김인회,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904637,,KDC 813,포함
盧照隣詩 硏究,김동수,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905002,,KDC 821,포함
Georg Buechner의 「보이첵크 Woyzeck」에 나타난 疎外現象,지정주,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905004,,KDC 852,포함
한용운의 연구,김석태,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904830,,KDC 811,포함
Edward Albee의 작품에 나타난 죽음의 문제,정경미,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904972,,KDC 842,포함
문학에 있어서 독자체험의 의미,김옥분,평론,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904410,,KDC 801,포함
金東理의 初期小設 硏究,김우석,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904365,,KDC 813,포함
Stendhal의 Le rouge et le noir에 나타난 Masque에 관한 考察,정혜승,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904941,,KDC 863,포함
씨-부라파(Sriburapa) 小說作品속에 나타난 社會意識,우제혁,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198904988,,KDC 891,포함
Dickinson과 自然詩,강문애,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905020,,KDC 841,포함
朝鮮朝 妓流文學 硏究,박종수,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905353,,KDC 811,포함
Eugene O'Neill의 悲劇 硏究,김진식,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905356,,KDC 842,포함
Edward Albee의 不條理劇 硏究,이일범,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905368,,KDC 842,포함
高麗末 性理學 受容期의 漢詩 硏究,이병혁,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905370,,KDC 811,포함
韓國 女性文學 硏究,정영자,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905372,,KDC 810,포함
판소리 硏究,조재철,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905742,,KDC 812,포함
高麗漢詩의 神仙思想 硏究,이연재,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905217,,KDC 810,포함
Madame Bovary에 나타난 물.불의 이미지 연구,김지희,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905614,,KDC 863,포함
洪萬宗의 文學論 硏究,정동진,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905726,,KDC 810,포함
金洙暎詩硏究,이호준,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905226,,KDC 811,포함
鄭芝溶詩硏究,박현숙,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905227,,KDC 811,포함
Paradise lost에 나타난 사랑의 공동체,김미경,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905235,,KDC 841,포함
射氷瀅 硏究,염명숙,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905111,,KDC 820,포함
茅盾의 硏究,고옥균,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905113,,KDC 823,포함
Wallace Stevens의 시에 나타난 존재의 시학과 계절 주기 심상,김춘기,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905409,,KDC 841,포함
아나 제거스의 에 나타난 파시즘의 극복 가능성,장혜경,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905243,,KDC 853,포함
Pascal의 에 나타난 인간의 비참성의 본질,이현중,수필,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905118,,KDC 864,포함
嚴羽의 詩禪說硏究,유복실,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905122,,KDC 821,포함
韓國近代戱曲에 나타난 女性像 硏究,전성희,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905124,,KDC 812,포함
申東曄 詩 연구,김응교,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905248,,KDC 811,포함
Charlotte Bronte의 自我意識과 女性意識,김정인,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905126,,KDC 843,포함
George Eliot의 Middlemarch연구,최희재,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905274,,KDC 843,포함
To the lighthouse 硏究,오교성,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905652,,KDC 843,포함
金洙暎 詩 硏究,김종윤,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905052,,KDC 811,포함
1930年代 金起林의 모더니즘 硏究,강은교,기타,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905057,,KDC 810,포함
訥隱 李光庭 文學硏究,김영,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905061,,KDC 813,포함
F. 쉴러의 역사극 에 나타난 사회 현실의 모순과 쉴러의 미적 화해의 문제,이바다,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905301,,KDC 852,포함
谿谷 張維의 文學論硏究,이귀호,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905308,,KDC 811,포함
O'Neill작품에 나타난 Illusion과 Reality硏究,손경환,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905700,,KDC 842,포함
Dylan Thomas의 시에 나타나는 죽음의 극복,강창희,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905324,,KDC 841,포함
Hemingway작중 인물의 인생관 비교 연구,김동철,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905328,,KDC 843,포함
Eugene O'Neill의 Long day's journey into night 연구,강성렬,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905333,,KDC 842,포함
에 나타난 욕망의 두 양상,김계선,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905138,,KDC 863,포함
小野小町の歌の特色に關する一考察,"한승민, Han, Seung Min",시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905013,,KDC 831,포함
金岸曙의 近代詩史的 位相 硏究,오재열,시,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905070,,KDC 811,포함
Max Frisch의 ″Andorra″ 硏究,이동재,희곡,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905497,,KDC 852,포함
H. Hesse의 作品속에 나타난 삶의 형상연구,진송자,소설,,발표 시기 미상,http://lod.nl.go.kr/resource/KDM198905499,,KDC 853,포함
